,subject_ids,Img1,Img2,Img3,Forest,DTO,subject_set_id,choice
19,74384968,C023_SD018_R1_SH_IMG_0070.JPG,C023_SD018_R1_SH_IMG_0071.JPG,C023_SD018_R1_SH_IMG_0072.JPG,South Hammond,7/21/21 0:09,103437,DEERWHITETAILED
20,74384970,C023_SD018_R1_SH_IMG_0076.JPG,C023_SD018_R1_SH_IMG_0077.JPG,C023_SD018_R1_SH_IMG_0078.JPG,South Hammond,7/22/21 4:37,103437,DEERWHITETAILED
21,74384972,C023_SD018_R1_SH_IMG_0082.JPG,C023_SD018_R1_SH_IMG_0083.JPG,C023_SD018_R1_SH_IMG_0084.JPG,South Hammond,7/29/21 21:32,103437,COYOTE
22,74384974,C023_SD018_R1_SH_IMG_0088.JPG,C023_SD018_R1_SH_IMG_0089.JPG,C023_SD018_R1_SH_IMG_0090.JPG,South Hammond,8/1/21 20:03,103437,DEERWHITETAILED
23,74384977,C023_SD018_R1_SH_IMG_0097.JPG,C023_SD018_R1_SH_IMG_0098.JPG,C023_SD018_R1_SH_IMG_0099.JPG,South Hammond,8/2/21 18:48,103437,SQUIRRELGRAY
24,74384979,C023_SD018_R1_SH_IMG_0103.JPG,C023_SD018_R1_SH_IMG_0104.JPG,C023_SD018_R1_SH_IMG_0105.JPG,South Hammond,8/7/21 19:43,103437,BLACKBEAR
25,74384980,C023_SD018_R1_SH_IMG_0106.JPG,C023_SD018_R1_SH_IMG_0107.JPG,C023_SD018_R1_SH_IMG_0108.JPG,South Hammond,8/9/21 19:10,103437,TURKEY
26,74384983,C023_SD018_R1_SH_IMG_0115.JPG,C023_SD018_R1_SH_IMG_0116.JPG,C023_SD018_R1_SH_IMG_0117.JPG,South Hammond,8/18/21 19:16,103437,DEERWHITETAILED
27,74384984,C023_SD018_R1_SH_IMG_0118.JPG,C023_SD018_R1_SH_IMG_0119.JPG,C023_SD018_R1_SH_IMG_0120.JPG,South Hammond,8/18/21 19:18,103437,DEERWHITETAILED
28,74384985,C023_SD018_R1_SH_IMG_0121.JPG,C023_SD018_R1_SH_IMG_0122.JPG,C023_SD018_R1_SH_IMG_0123.JPG,South Hammond,8/18/21 19:19,103437,DEERWHITETAILED
29,74384986,C023_SD018_R1_SH_IMG_0124.JPG,C023_SD018_R1_SH_IMG_0125.JPG,C023_SD018_R1_SH_IMG_0126.JPG,South Hammond,8/18/21 19:21,103437,DEERWHITETAILED
30,74384987,C023_SD018_R1_SH_IMG_0127.JPG,C023_SD018_R1_SH_IMG_0128.JPG,C023_SD018_R1_SH_IMG_0129.JPG,South Hammond,8/18/21 22:56,103437,DEERWHITETAILED
31,74384990,C023_SD018_R1_SH_IMG_0136.JPG,C023_SD018_R1_SH_IMG_0137.JPG,C023_SD018_R1_SH_IMG_0138.JPG,South Hammond,8/23/21 10:52,103437,OTHERBIRD
32,74384992,C023_SD018_R1_SH_IMG_0142.JPG,C023_SD018_R1_SH_IMG_0143.JPG,C023_SD018_R1_SH_IMG_0144.JPG,South Hammond,8/24/21 6:12,103437,DEERWHITETAILED
33,74384993,C023_SD018_R1_SH_IMG_0145.JPG,C023_SD018_R1_SH_IMG_0146.JPG,C023_SD018_R1_SH_IMG_0147.JPG,South Hammond,8/24/21 19:32,103437,BLACKBEAR
34,74384997,C023_SD018_R1_SH_IMG_0157.JPG,C023_SD018_R1_SH_IMG_0158.JPG,C023_SD018_R1_SH_IMG_0159.JPG,South Hammond,8/28/21 12:09,103437,DEERWHITETAILED
35,74384998,C023_SD018_R1_SH_IMG_0160.JPG,C023_SD018_R1_SH_IMG_0161.JPG,C023_SD018_R1_SH_IMG_0162.JPG,South Hammond,8/28/21 12:10,103437,DEERWHITETAILED
36,74384999,C023_SD018_R1_SH_IMG_0163.JPG,C023_SD018_R1_SH_IMG_0164.JPG,C023_SD018_R1_SH_IMG_0165.JPG,South Hammond,8/28/21 12:11,103437,DEERWHITETAILED
37,74385000,C023_SD018_R1_SH_IMG_0166.JPG,C023_SD018_R1_SH_IMG_0167.JPG,C023_SD018_R1_SH_IMG_0168.JPG,South Hammond,8/28/21 12:13,103437,DEERWHITETAILED
38,74385001,C023_SD018_R1_SH_IMG_0169.JPG,C023_SD018_R1_SH_IMG_0170.JPG,C023_SD018_R1_SH_IMG_0171.JPG,South Hammond,8/28/21 19:39,103437,DEERWHITETAILED
39,74385002,C023_SD018_R1_SH_IMG_0172.JPG,C023_SD018_R1_SH_IMG_0173.JPG,C023_SD018_R1_SH_IMG_0174.JPG,South Hammond,8/28/21 19:40,103437,DEERWHITETAILED
40,74385003,C023_SD018_R1_SH_IMG_0175.JPG,C023_SD018_R1_SH_IMG_0176.JPG,C023_SD018_R1_SH_IMG_0177.JPG,South Hammond,8/28/21 19:41,103437,DEERWHITETAILED
41,74385004,C023_SD018_R1_SH_IMG_0178.JPG,C023_SD018_R1_SH_IMG_0179.JPG,C023_SD018_R1_SH_IMG_0180.JPG,South Hammond,8/28/21 19:42,103437,DEERWHITETAILED
42,74385005,C023_SD018_R1_SH_IMG_0181.JPG,C023_SD018_R1_SH_IMG_0182.JPG,C023_SD018_R1_SH_IMG_0183.JPG,South Hammond,8/28/21 19:47,103437,DEERWHITETAILED
43,74385006,C023_SD018_R1_SH_IMG_0184.JPG,C023_SD018_R1_SH_IMG_0185.JPG,C023_SD018_R1_SH_IMG_0186.JPG,South Hammond,8/28/21 19:49,103437,DEERWHITETAILED
44,74385007,C023_SD018_R1_SH_IMG_0187.JPG,C023_SD018_R1_SH_IMG_0188.JPG,C023_SD018_R1_SH_IMG_0189.JPG,South Hammond,8/28/21 19:57,103437,DEERWHITETAILED
45,74385009,C023_SD018_R1_SH_IMG_0193.JPG,C023_SD018_R1_SH_IMG_0194.JPG,C023_SD018_R1_SH_IMG_0195.JPG,South Hammond,8/30/21 7:11,103437,DEERWHITETAILED
46,74385010,C023_SD018_R1_SH_IMG_0196.JPG,C023_SD018_R1_SH_IMG_0197.JPG,C023_SD018_R1_SH_IMG_0198.JPG,South Hammond,8/30/21 7:15,103437,DEERWHITETAILED
47,74385011,C023_SD018_R1_SH_IMG_0199.JPG,C023_SD018_R1_SH_IMG_0200.JPG,C023_SD018_R1_SH_IMG_0201.JPG,South Hammond,8/30/21 7:17,103437,DEERWHITETAILED
48,74385013,C023_SD018_R1_SH_IMG_0205.JPG,C023_SD018_R1_SH_IMG_0206.JPG,C023_SD018_R1_SH_IMG_0207.JPG,South Hammond,8/31/21 11:00,103437,SQUIRRELGRAY
49,74385014,C023_SD018_R1_SH_IMG_0208.JPG,C023_SD018_R1_SH_IMG_0209.JPG,C023_SD018_R1_SH_IMG_0210.JPG,South Hammond,9/1/21 6:46,103437,SQUIRRELGRAY
50,74385016,C023_SD018_R1_SH_IMG_0214.JPG,C023_SD018_R1_SH_IMG_0215.JPG,C023_SD018_R1_SH_IMG_0216.JPG,South Hammond,9/2/21 7:15,103437,DEERWHITETAILED
51,74385017,C023_SD018_R1_SH_IMG_0217.JPG,C023_SD018_R1_SH_IMG_0218.JPG,C023_SD018_R1_SH_IMG_0219.JPG,South Hammond,9/2/21 7:24,103437,SQUIRRELGRAY
52,74385018,C023_SD018_R1_SH_IMG_0220.JPG,C023_SD018_R1_SH_IMG_0221.JPG,C023_SD018_R1_SH_IMG_0222.JPG,South Hammond,9/6/21 6:57,103437,DEERWHITETAILED
53,74385019,C023_SD018_R1_SH_IMG_0223.JPG,C023_SD018_R1_SH_IMG_0224.JPG,C023_SD018_R1_SH_IMG_0225.JPG,South Hammond,9/7/21 17:31,103437,DEERWHITETAILED
54,74385020,C023_SD018_R1_SH_IMG_0226.JPG,C023_SD018_R1_SH_IMG_0227.JPG,C023_SD018_R1_SH_IMG_0228.JPG,South Hammond,9/7/21 17:32,103437,DEERWHITETAILED
55,74385021,C023_SD018_R1_SH_IMG_0229.JPG,C023_SD018_R1_SH_IMG_0230.JPG,C023_SD018_R1_SH_IMG_0231.JPG,South Hammond,9/7/21 17:35,103437,DEERWHITETAILED
56,74385024,C023_SD018_R1_SH_IMG_0238.JPG,C023_SD018_R1_SH_IMG_0239.JPG,C023_SD018_R1_SH_IMG_0240.JPG,South Hammond,9/10/21 17:47,103437,TURKEY
57,74385025,C023_SD018_R1_SH_IMG_0241.JPG,C023_SD018_R1_SH_IMG_0242.JPG,C023_SD018_R1_SH_IMG_0243.JPG,South Hammond,9/11/21 20:04,103437,DEERWHITETAILED
58,74385026,C023_SD018_R1_SH_IMG_0244.JPG,C023_SD018_R1_SH_IMG_0245.JPG,C023_SD018_R1_SH_IMG_0246.JPG,South Hammond,9/17/21 18:42,103437,DEERWHITETAILED
59,74385027,C023_SD018_R1_SH_IMG_0247.JPG,C023_SD018_R1_SH_IMG_0248.JPG,C023_SD018_R1_SH_IMG_0249.JPG,South Hammond,9/17/21 18:43,103437,DEERWHITETAILED
60,74385028,C023_SD018_R1_SH_IMG_0250.JPG,C023_SD018_R1_SH_IMG_0251.JPG,C023_SD018_R1_SH_IMG_0252.JPG,South Hammond,9/17/21 18:45,103437,DEERWHITETAILED
61,74385030,C023_SD018_R1_SH_IMG_0256.JPG,C023_SD018_R1_SH_IMG_0257.JPG,C023_SD018_R1_SH_IMG_0258.JPG,South Hammond,9/20/21 10:19,103437,DEERWHITETAILED
62,74385032,C023_SD018_R1_SH_IMG_0262.JPG,C023_SD018_R1_SH_IMG_0263.JPG,C023_SD018_R1_SH_IMG_0264.JPG,South Hammond,9/22/21 16:23,103437,DEERWHITETAILED
63,74385033,C023_SD018_R1_SH_IMG_0265.JPG,C023_SD018_R1_SH_IMG_0266.JPG,C023_SD018_R1_SH_IMG_0267.JPG,South Hammond,9/25/21 2:59,103437,DEERWHITETAILED
64,74385035,C023_SD018_R1_SH_IMG_0271.JPG,C023_SD018_R1_SH_IMG_0272.JPG,C023_SD018_R1_SH_IMG_0273.JPG,South Hammond,9/25/21 3:03,103437,DEERWHITETAILED
65,74385036,C023_SD018_R1_SH_IMG_0274.JPG,C023_SD018_R1_SH_IMG_0275.JPG,C023_SD018_R1_SH_IMG_0276.JPG,South Hammond,9/25/21 8:42,103437,SQUIRRELGRAY
66,74385037,C023_SD018_R1_SH_IMG_0277.JPG,C023_SD018_R1_SH_IMG_0278.JPG,C023_SD018_R1_SH_IMG_0279.JPG,South Hammond,9/26/21 15:01,103437,DEERWHITETAILED
67,74385038,C023_SD018_R1_SH_IMG_0280.JPG,C023_SD018_R1_SH_IMG_0281.JPG,C023_SD018_R1_SH_IMG_0282.JPG,South Hammond,9/26/21 15:06,103437,DEERWHITETAILED
68,74385039,C023_SD018_R1_SH_IMG_0283.JPG,C023_SD018_R1_SH_IMG_0284.JPG,C023_SD018_R1_SH_IMG_0285.JPG,South Hammond,9/26/21 15:07,103437,DEERWHITETAILED
69,74385040,C023_SD018_R1_SH_IMG_0286.JPG,C023_SD018_R1_SH_IMG_0287.JPG,C023_SD018_R1_SH_IMG_0288.JPG,South Hammond,9/26/21 15:08,103437,DEERWHITETAILED
70,74385041,C023_SD018_R1_SH_IMG_0289.JPG,C023_SD018_R1_SH_IMG_0290.JPG,C023_SD018_R1_SH_IMG_0291.JPG,South Hammond,9/26/21 23:43,103437,DEERWHITETAILED
71,74385042,C023_SD018_R1_SH_IMG_0292.JPG,C023_SD018_R1_SH_IMG_0293.JPG,C023_SD018_R1_SH_IMG_0294.JPG,South Hammond,9/26/21 23:45,103437,DEERWHITETAILED
72,74385043,C023_SD018_R1_SH_IMG_0295.JPG,C023_SD018_R1_SH_IMG_0296.JPG,C023_SD018_R1_SH_IMG_0297.JPG,South Hammond,9/26/21 23:50,103437,DEERWHITETAILED
73,74385044,C023_SD018_R1_SH_IMG_0298.JPG,C023_SD018_R1_SH_IMG_0299.JPG,C023_SD018_R1_SH_IMG_0300.JPG,South Hammond,9/26/21 23:52,103437,DEERWHITETAILED
74,74385046,C023_SD018_R1_SH_IMG_0304.JPG,C023_SD018_R1_SH_IMG_0305.JPG,C023_SD018_R1_SH_IMG_0306.JPG,South Hammond,9/27/21 4:22,103437,COYOTE
75,74385049,C023_SD018_R1_SH_IMG_0313.JPG,C023_SD018_R1_SH_IMG_0314.JPG,C023_SD018_R1_SH_IMG_0315.JPG,South Hammond,10/1/21 15:05,103437,DEERWHITETAILED
76,74385050,C023_SD018_R1_SH_IMG_0316.JPG,C023_SD018_R1_SH_IMG_0317.JPG,C023_SD018_R1_SH_IMG_0318.JPG,South Hammond,10/1/21 15:06,103437,DEERWHITETAILED
77,74385051,C023_SD018_R1_SH_IMG_0319.JPG,C023_SD018_R1_SH_IMG_0320.JPG,C023_SD018_R1_SH_IMG_0321.JPG,South Hammond,10/1/21 15:08,103437,DEERWHITETAILED
78,74385052,C023_SD018_R1_SH_IMG_0322.JPG,C023_SD018_R1_SH_IMG_0323.JPG,C023_SD018_R1_SH_IMG_0324.JPG,South Hammond,10/4/21 12:03,103437,DEERWHITETAILED
79,74385053,C023_SD018_R1_SH_IMG_0325.JPG,C023_SD018_R1_SH_IMG_0326.JPG,C023_SD018_R1_SH_IMG_0327.JPG,South Hammond,10/4/21 12:05,103437,DEERWHITETAILED
80,74385055,C023_SD018_R1_SH_IMG_0331.JPG,C023_SD018_R1_SH_IMG_0332.JPG,C023_SD018_R1_SH_IMG_0333.JPG,South Hammond,10/4/21 16:09,103437,TURKEY
81,74385056,C023_SD018_R1_SH_IMG_0334.JPG,C023_SD018_R1_SH_IMG_0335.JPG,C023_SD018_R1_SH_IMG_0336.JPG,South Hammond,10/4/21 16:17,103437,SQUIRRELGRAY
82,74385057,C023_SD018_R1_SH_IMG_0337.JPG,C023_SD018_R1_SH_IMG_0338.JPG,C023_SD018_R1_SH_IMG_0339.JPG,South Hammond,10/4/21 16:20,103437,SQUIRRELGRAY
83,74385062,C023_SD018_R1_SH_IMG_0352.JPG,C023_SD018_R1_SH_IMG_0353.JPG,C023_SD018_R1_SH_IMG_0354.JPG,South Hammond,10/11/21 14:13,103437,SQUIRRELGRAY
84,74385067,C024_SD002_R1_Degrasse_IMG_0025.JPG,C024_SD002_R1_Degrasse_IMG_0026.JPG,C024_SD002_R1_Degrasse_IMG_0027.JPG,Degrasse,7/5/21 15:37,103437,BLACKBEAR
85,74385068,C024_SD002_R1_Degrasse_IMG_0028.JPG,C024_SD002_R1_Degrasse_IMG_0029.JPG,C024_SD002_R1_Degrasse_IMG_0030.JPG,Degrasse,7/6/21 9:11,103437,DEERWHITETAILED
86,74385069,C024_SD002_R1_Degrasse_IMG_0031.JPG,C024_SD002_R1_Degrasse_IMG_0032.JPG,C024_SD002_R1_Degrasse_IMG_0033.JPG,Degrasse,7/6/21 21:02,103437,DEERWHITETAILED
87,74385073,C024_SD002_R1_Degrasse_IMG_0043.JPG,C024_SD002_R1_Degrasse_IMG_0044.JPG,C024_SD002_R1_Degrasse_IMG_0045.JPG,Degrasse,7/26/21 17:24,103437,DEERWHITETAILED
88,74385074,C024_SD002_R1_Degrasse_IMG_0046.JPG,C024_SD002_R1_Degrasse_IMG_0047.JPG,C024_SD002_R1_Degrasse_IMG_0048.JPG,Degrasse,7/26/21 17:27,103437,DEERWHITETAILED
89,74385075,C024_SD002_R1_Degrasse_IMG_0049.JPG,C024_SD002_R1_Degrasse_IMG_0050.JPG,C024_SD002_R1_Degrasse_IMG_0051.JPG,Degrasse,7/28/21 17:32,103437,GROUSERUFFED
90,74385076,C024_SD002_R1_Degrasse_IMG_0052.JPG,C024_SD002_R1_Degrasse_IMG_0053.JPG,C024_SD002_R1_Degrasse_IMG_0054.JPG,Degrasse,7/31/21 4:53,103437,DEERWHITETAILED
91,74385079,C024_SD002_R1_Degrasse_IMG_0061.JPG,C024_SD002_R1_Degrasse_IMG_0062.JPG,C024_SD002_R1_Degrasse_IMG_0063.JPG,Degrasse,8/4/21 13:39,103437,TURKEY
92,74385081,C024_SD002_R1_Degrasse_IMG_0067.JPG,C024_SD002_R1_Degrasse_IMG_0068.JPG,C024_SD002_R1_Degrasse_IMG_0069.JPG,Degrasse,8/9/21 12:24,103437,FOXRED
93,74385082,C024_SD002_R1_Degrasse_IMG_0070.JPG,C024_SD002_R1_Degrasse_IMG_0071.JPG,C024_SD002_R1_Degrasse_IMG_0072.JPG,Degrasse,8/11/21 20:53,103437,DOMESTICDOG
94,74385083,C024_SD002_R1_Degrasse_IMG_0073.JPG,C024_SD002_R1_Degrasse_IMG_0074.JPG,C024_SD002_R1_Degrasse_IMG_0075.JPG,Degrasse,8/15/21 17:26,103437,DEERWHITETAILED
95,74385084,C024_SD002_R1_Degrasse_IMG_0076.JPG,C024_SD002_R1_Degrasse_IMG_0077.JPG,C024_SD002_R1_Degrasse_IMG_0078.JPG,Degrasse,8/16/21 22:09,103437,COYOTE
96,74385085,C024_SD002_R1_Degrasse_IMG_0079.JPG,C024_SD002_R1_Degrasse_IMG_0080.JPG,C024_SD002_R1_Degrasse_IMG_0081.JPG,Degrasse,8/21/21 15:15,103437,TURKEY
97,74385088,C024_SD002_R1_Degrasse_IMG_0088.JPG,C024_SD002_R1_Degrasse_IMG_0089.JPG,C024_SD002_R1_Degrasse_IMG_0090.JPG,Degrasse,9/9/21 3:28,103437,COYOTE
98,74385090,C024_SD002_R1_Degrasse_IMG_0094.JPG,C024_SD002_R1_Degrasse_IMG_0095.JPG,C024_SD002_R1_Degrasse_IMG_0096.JPG,Degrasse,9/16/21 23:04,103437,FOXGRAY
99,74385092,C024_SD002_R1_Degrasse_IMG_0100.JPG,C024_SD002_R1_Degrasse_IMG_0101.JPG,C024_SD002_R1_Degrasse_IMG_0102.JPG,Degrasse,9/19/21 7:10,103437,DEERWHITETAILED
100,74385097,C027_SD006_R1_SH_IMG_0025.JPG,C027_SD006_R1_SH_IMG_0026.JPG,C027_SD006_R1_SH_IMG_0027.JPG,South Hammond,7/3/21 18:55,103437,DOMESTICDOG
101,74385098,C027_SD006_R1_SH_IMG_0028.JPG,C027_SD006_R1_SH_IMG_0029.JPG,C027_SD006_R1_SH_IMG_0030.JPG,South Hammond,7/6/21 6:34,103437,BLACKBEAR
102,74385099,C027_SD006_R1_SH_IMG_0031.JPG,C027_SD006_R1_SH_IMG_0032.JPG,C027_SD006_R1_SH_IMG_0033.JPG,South Hammond,7/6/21 6:35,103437,BLACKBEAR
103,74385100,C027_SD006_R1_SH_IMG_0034.JPG,C027_SD006_R1_SH_IMG_0035.JPG,C027_SD006_R1_SH_IMG_0036.JPG,South Hammond,7/10/21 17:41,103437,TURKEY
104,74385101,C027_SD006_R1_SH_IMG_0037.JPG,C027_SD006_R1_SH_IMG_0038.JPG,C027_SD006_R1_SH_IMG_0039.JPG,South Hammond,7/12/21 5:14,103437,DEERWHITETAILED
105,74385102,C027_SD006_R1_SH_IMG_0040.JPG,C027_SD006_R1_SH_IMG_0041.JPG,C027_SD006_R1_SH_IMG_0042.JPG,South Hammond,7/12/21 5:15,103437,DEERWHITETAILED
106,74385103,C027_SD006_R1_SH_IMG_0043.JPG,C027_SD006_R1_SH_IMG_0044.JPG,C027_SD006_R1_SH_IMG_0045.JPG,South Hammond,7/12/21 6:30,103437,DEERWHITETAILED
107,74385104,C027_SD006_R1_SH_IMG_0046.JPG,C027_SD006_R1_SH_IMG_0047.JPG,C027_SD006_R1_SH_IMG_0048.JPG,South Hammond,7/12/21 6:37,103437,DEERWHITETAILED
108,74385106,C027_SD006_R1_SH_IMG_0052.JPG,C027_SD006_R1_SH_IMG_0053.JPG,C027_SD006_R1_SH_IMG_0054.JPG,South Hammond,7/15/21 11:25,103437,TURKEY
109,74385107,C027_SD006_R1_SH_IMG_0055.JPG,C027_SD006_R1_SH_IMG_0056.JPG,C027_SD006_R1_SH_IMG_0057.JPG,South Hammond,7/17/21 9:50,103437,SQUIRRELGRAY
110,74385108,C027_SD006_R1_SH_IMG_0058.JPG,C027_SD006_R1_SH_IMG_0059.JPG,C027_SD006_R1_SH_IMG_0060.JPG,South Hammond,7/17/21 14:43,103437,SQUIRRELGRAY
111,74385109,C027_SD006_R1_SH_IMG_0061.JPG,C027_SD006_R1_SH_IMG_0062.JPG,C027_SD006_R1_SH_IMG_0063.JPG,South Hammond,7/18/21 9:00,103437,DEERWHITETAILED
112,74385110,C027_SD006_R1_SH_IMG_0064.JPG,C027_SD006_R1_SH_IMG_0065.JPG,C027_SD006_R1_SH_IMG_0066.JPG,South Hammond,7/20/21 14:06,103437,TURKEY
113,74385111,C027_SD006_R1_SH_IMG_0067.JPG,C027_SD006_R1_SH_IMG_0068.JPG,C027_SD006_R1_SH_IMG_0069.JPG,South Hammond,7/26/21 3:09,103437,DEERWHITETAILED
114,74385112,C027_SD006_R1_SH_IMG_0070.JPG,C027_SD006_R1_SH_IMG_0071.JPG,C027_SD006_R1_SH_IMG_0072.JPG,South Hammond,7/26/21 3:10,103437,DEERWHITETAILED
115,74385113,C027_SD006_R1_SH_IMG_0073.JPG,C027_SD006_R1_SH_IMG_0074.JPG,C027_SD006_R1_SH_IMG_0075.JPG,South Hammond,7/26/21 3:11,103437,DEERWHITETAILED
116,74385114,C027_SD006_R1_SH_IMG_0076.JPG,C027_SD006_R1_SH_IMG_0077.JPG,C027_SD006_R1_SH_IMG_0078.JPG,South Hammond,7/26/21 5:17,103437,DEERWHITETAILED
117,74385115,C027_SD006_R1_SH_IMG_0079.JPG,C027_SD006_R1_SH_IMG_0080.JPG,C027_SD006_R1_SH_IMG_0081.JPG,South Hammond,7/27/21 11:52,103437,DEERWHITETAILED
118,74385126,C027_SD006_R1_SH_IMG_0112.JPG,C027_SD006_R1_SH_IMG_0113.JPG,C027_SD006_R1_SH_IMG_0114.JPG,South Hammond,8/6/21 21:31,103437,DEERWHITETAILED
119,74385127,C027_SD006_R1_SH_IMG_0115.JPG,C027_SD006_R1_SH_IMG_0116.JPG,C027_SD006_R1_SH_IMG_0117.JPG,South Hammond,8/10/21 11:56,103437,TURKEY
120,74385130,C027_SD006_R1_SH_IMG_0124.JPG,C027_SD006_R1_SH_IMG_0125.JPG,C027_SD006_R1_SH_IMG_0126.JPG,South Hammond,8/15/21 14:29,103437,OTHERBIRD
121,74385131,C027_SD006_R1_SH_IMG_0127.JPG,C027_SD006_R1_SH_IMG_0128.JPG,C027_SD006_R1_SH_IMG_0129.JPG,South Hammond,8/15/21 14:47,103437,SQUIRRELGRAY
122,74385133,C027_SD006_R1_SH_IMG_0133.JPG,C027_SD006_R1_SH_IMG_0134.JPG,C027_SD006_R1_SH_IMG_0135.JPG,South Hammond,8/22/21 8:40,103437,TURKEY
123,74385134,C027_SD006_R1_SH_IMG_0136.JPG,C027_SD006_R1_SH_IMG_0137.JPG,C027_SD006_R1_SH_IMG_0138.JPG,South Hammond,8/23/21 16:36,103437,SQUIRRELGRAY
124,74385135,C027_SD006_R1_SH_IMG_0139.JPG,C027_SD006_R1_SH_IMG_0140.JPG,C027_SD006_R1_SH_IMG_0141.JPG,South Hammond,8/24/21 8:01,103437,SQUIRRELGRAY
125,74385136,C027_SD006_R1_SH_IMG_0142.JPG,C027_SD006_R1_SH_IMG_0143.JPG,C027_SD006_R1_SH_IMG_0144.JPG,South Hammond,8/24/21 11:41,103437,SQUIRRELGRAY
126,74385137,C027_SD006_R1_SH_IMG_0145.JPG,C027_SD006_R1_SH_IMG_0146.JPG,C027_SD006_R1_SH_IMG_0147.JPG,South Hammond,8/24/21 13:05,103437,SQUIRRELGRAY
127,74385138,C027_SD006_R1_SH_IMG_0148.JPG,C027_SD006_R1_SH_IMG_0149.JPG,C027_SD006_R1_SH_IMG_0150.JPG,South Hammond,8/24/21 17:16,103437,TURKEY
128,74385139,C027_SD006_R1_SH_IMG_0151.JPG,C027_SD006_R1_SH_IMG_0152.JPG,C027_SD006_R1_SH_IMG_0153.JPG,South Hammond,8/26/21 7:54,103437,SQUIRRELGRAY
